OFFENDER_ID,INCIDENT_ID,OFF_AGE_NUM,OFF_SEX_CODE,OFF_ETHNICITY_NAME,OFF_RACE_DESC,OFF_AGE_CODE
137271040,120788851,NA,U,NA,Unknown,00
137271044,120788853,15,M,NA,White,AG
137271045,120788854,21,M,NA,Black or African American,AG
137271046,120788855,NA,U,NA,Unknown,00
137271056,120788864,NA,NA,NA,NA,NA
137271065,120788872,18,M,NA,Black or African American,AG
137271066,120788873,NA,NA,NA,NA,NA
137271076,120788883,15,F,NA,White,AG
137271077,120788883,17,F,NA,White,AG
137271081,120788886,NA,F,NA,Unknown,00
137271082,120788886,NA,M,NA,Unknown,00
137271083,120788887,NA,NA,NA,NA,NA
137271085,120788889,NA,U,NA,Unknown,00
137271087,120788890,18,F,NA,Black or African American,AG
137271086,120788890,20,F,NA,Black or African American,AG
137271089,120788892,NA,M,NA,Unknown,00
137271090,120788893,NA,U,NA,Unknown,00
137271091,120788894,NA,NA,NA,NA,NA
137271100,120788902,NA,NA,NA,NA,NA
137271101,120788903,35,M,NA,White,AG
137271104,120788905,NA,M,NA,Black or African American,00
137271103,120788905,NA,M,NA,Unknown,00
137271105,120788906,NA,NA,NA,NA,NA
137271113,120788913,NA,NA,NA,NA,NA
137271114,120788914,NA,NA,NA,NA,NA
137271122,120788922,NA,F,NA,Black or African American,00
137271123,120788923,23,M,NA,White,AG
137271124,120788924,30,M,NA,Black or African American,AG
137271126,120788926,NA,M,NA,White,00
137271127,120788926,NA,M,NA,White,00
137271128,120788926,NA,M,NA,White,00
137271129,120788927,26,M,NA,Black or African American,AG
137271135,120788932,15,M,NA,White,AG
137271136,120788933,NA,NA,NA,NA,NA
137271139,120788935,NA,M,NA,Unknown,00
137271140,120788935,NA,M,NA,Unknown,00
137271141,120788936,24,M,NA,Black or African American,AG
137271142,120788937,NA,NA,NA,NA,NA
137271143,120788938,NA,NA,NA,NA,NA
137271150,120788945,NA,NA,NA,NA,NA
137271154,120788949,NA,NA,NA,NA,NA
137271163,120788958,24,M,NA,White,AG
137271164,120788959,34,F,NA,Black or African American,AG
137271172,120788965,NA,NA,NA,NA,NA
137271173,120788966,NA,NA,NA,NA,NA
137271174,120788967,22,M,NA,Black or African American,AG
137271176,120788969,NA,NA,NA,NA,NA
137271177,120788970,NA,F,NA,Black or African American,00
137271179,120788972,NA,U,NA,Unknown,00
137271180,120788973,NA,M,NA,Black or African American,00
137271182,120788975,NA,NA,NA,NA,NA
137271183,120788976,NA,M,NA,Black or African American,00
137271192,120788981,14,M,NA,White,AG
137271193,120788981,14,M,NA,White,AG
137271194,120788981,15,M,NA,White,AG
137271195,120788982,52,M,NA,White,AG
137271197,120788984,NA,U,NA,Unknown,00
137271199,120788986,29,M,NA,Black or African American,AG
137271201,120788988,50,M,NA,Black or African American,AG
137271206,120788993,31,M,NA,Black or African American,AG
137271207,120788994,NA,U,NA,Unknown,00
137271209,120788996,NA,NA,NA,NA,NA
137271213,120789000,34,M,NA,Black or African American,AG
137271214,120789001,NA,F,NA,Black or African American,00
137271216,120789003,24,M,NA,White,AG
137271217,120789004,NA,U,NA,Unknown,00
137271219,120789006,NA,M,NA,White,00
137271220,120789007,NA,NA,NA,NA,NA
137271230,120789017,NA,NA,NA,NA,NA
137271232,120789019,NA,M,NA,Black or African American,00
137271233,120789019,NA,M,NA,Black or African American,00
137271234,120789020,35,F,NA,White,AG
137271265,120789044,NA,M,NA,Black or African American,00
137271266,120789045,21,M,NA,Black or African American,AG
144576363,127198982,34,M,Not Hispanic or Latino,Black or African American,AG
144576361,127198980,27,M,Not Hispanic or Latino,Black or African American,AG
144572312,127198986,22,M,Not Hispanic or Latino,Black or African American,AG
144576373,127198988,NA,U,Unknown,Unknown,00
144576362,127198981,25,F,Hispanic or Latino,White,AG
144572308,127198987,18,M,Not Hispanic or Latino,Black or African American,AG
144576370,127198987,17,M,Not Hispanic or Latino,Black or African American,AG
144572309,127207399,24,M,Not Hispanic or Latino,Black or African American,AG
144576374,127198989,19,M,Not Hispanic or Latino,Black or African American,AG
144576376,127198990,NA,U,Unknown,Unknown,00
144576375,127198991,NA,U,Unknown,Unknown,00
144576378,127198992,23,M,Not Hispanic or Latino,Black or African American,AG
144576377,127198992,23,F,Not Hispanic or Latino,Black or African American,AG
144572320,127198993,33,F,Unknown,Black or African American,AG
144572318,127198993,33,F,Unknown,Black or African American,AG
144572316,127198993,32,F,Unknown,Black or African American,AG
144576380,127198994,NA,U,Unknown,Unknown,00
144576381,127198995,34,M,Not Hispanic or Latino,Black or African American,AG
144576385,127198998,21,M,Unknown,Black or African American,AG
144576387,127198998,21,M,Unknown,Black or African American,AG
144572328,127198996,NA,U,Unknown,Unknown,00
144576384,127207412,NA,U,Unknown,Unknown,00
144576389,127199000,17,M,Not Hispanic or Latino,Black or African American,AG
144572332,127199001,NA,U,Unknown,Unknown,00
144576391,127199002,25,M,Unknown,Black or African American,AG
144576393,127199002,25,M,Not Hispanic or Latino,Black or African American,AG
144576392,127199002,25,M,Not Hispanic or Latino,Black or African American,AG
144576394,127199003,NA,U,Unknown,Unknown,00
144572334,127199004,17,M,Unknown,Black or African American,AG
144572335,127199004,17,M,Unknown,Black or African American,AG
144573319,127200533,NA,U,Unknown,Unknown,00
144578235,127200536,NA,U,Unknown,Unknown,00
144573315,127208239,NA,U,Unknown,Unknown,00
144578238,127200539,NA,U,Unknown,Unknown,00
144578237,127200538,36,M,Not Hispanic or Latino,Black or African American,AG
144573325,127200541,NA,U,Unknown,Unknown,00
144573324,127200540,NA,U,Unknown,Unknown,00
144573323,127200542,NA,U,Unknown,Unknown,00
144573326,127208242,NA,M,Not Hispanic or Latino,Black or African American,00
144578240,127200543,NA,M,Unknown,Unknown,00
144573330,127200544,NA,U,Unknown,Unknown,00
144578243,127200545,31,M,Not Hispanic or Latino,Black or African American,AG
144578242,127200545,NA,U,Unknown,Unknown,00
144578245,127200546,NA,U,Unknown,Unknown,00
144578244,127200547,NA,U,Unknown,Unknown,00
144573331,127208246,NA,U,Unknown,Unknown,00
144578247,127200548,17,M,Not Hispanic or Latino,Black or African American,AG
144573334,127200550,NA,U,Unknown,Unknown,00
144573335,127200551,NA,U,Unknown,Unknown,00
144573336,127200553,NA,U,Unknown,Unknown,00
144573332,127200552,NA,U,Unknown,Unknown,00
144578251,127200554,NA,U,Unknown,Unknown,00
144573337,127200555,NA,U,Unknown,Unknown,00
144573333,127200557,NA,U,Unknown,Unknown,00
144573341,127208252,44,M,Not Hispanic or Latino,Black or African American,AG
144573343,127208254,35,M,Unknown,Unknown,AG
144573352,127200561,NA,M,Not Hispanic or Latino,Black or African American,00
144573350,127200561,NA,M,Unknown,Black or African American,00
144578255,127200562,NA,U,Unknown,Unknown,00
144578258,127208257,NA,M,Unknown,Black or African American,00
144578263,127200563,43,M,Not Hispanic or Latino,Black or African American,AG
144578264,127200566,NA,U,Unknown,Unknown,00
144578265,127200567,NA,U,Unknown,Unknown,00
144573356,127200569,NA,U,Unknown,Unknown,00
144578266,127200568,30,M,Not Hispanic or Latino,Black or African American,AG
144573360,127200571,NA,U,Unknown,Unknown,00
144578268,127200572,NA,U,Unknown,Unknown,00
144578270,127200574,20,M,Unknown,Black or African American,AG
144573362,127200573,NA,U,Not Hispanic or Latino,Unknown,00
144578271,127200575,NA,U,Unknown,Unknown,00
144573364,127200578,29,M,Not Hispanic or Latino,White,AG
144576396,127199006,NA,U,Unknown,Unknown,00
144576398,127199007,NA,U,Unknown,Unknown,00
144576397,127199005,NA,U,Unknown,Unknown,00
144576400,127199009,33,M,Not Hispanic or Latino,Black or African American,AG
144576401,127199010,NA,U,Unknown,Unknown,00
144576411,127199018,NA,M,Not Hispanic or Latino,Black or African American,00
144576410,127199018,27,M,Not Hispanic or Latino,Black or African American,AG
144576409,127199019,NA,U,Unknown,Unknown,00
144572338,127199017,26,M,Not Hispanic or Latino,Black or African American,AG
144576412,127199020,NA,U,Unknown,Unknown,00
144576413,127199021,19,M,Not Hispanic or Latino,Black or African American,AG
144572339,127199022,24,M,Not Hispanic or Latino,Black or African American,AG
144572340,127199022,19,M,Not Hispanic or Latino,Black or African American,AG
144576415,127199023,11,M,Hispanic or Latino,White,AG
144576419,127199026,62,M,Not Hispanic or Latino,Black or African American,AG
144576421,127199026,28,M,Not Hispanic or Latino,Black or African American,AG
144576417,127199026,40,M,Not Hispanic or Latino,Black or African American,AG
144576420,127199026,23,M,Not Hispanic or Latino,Black or African American,AG
144576418,127199026,41,F,Not Hispanic or Latino,Black or African American,AG
144576416,127199024,48,M,Not Hispanic or Latino,White,AG
144576414,127199025,30,M,Not Hispanic or Latino,Black or African American,AG
144576422,127199027,35,M,Hispanic or Latino,Black or African American,AG
144576423,127199028,NA,U,Unknown,Unknown,00
144576424,127199029,NA,M,Unknown,Black or African American,00
144572348,127199031,NA,U,Unknown,Unknown,00
144576426,127199032,NA,U,Unknown,Unknown,00
144576427,127199033,NA,U,Unknown,Unknown,00
144576428,127199034,24,M,Not Hispanic or Latino,Black or African American,AG
144576432,127199038,NA,U,Unknown,Unknown,00
144576431,127199037,NA,U,Unknown,Unknown,00
144576430,127199039,NA,U,Unknown,Unknown,00
144576433,127199040,20,U,Unknown,Unknown,AG
144576435,127199042,40,M,Not Hispanic or Latino,Black or African American,AG
144572351,127207431,NA,U,Unknown,Unknown,00
144572352,127207429,NA,M,Not Hispanic or Latino,Black or African American,00
144576436,127199043,35,M,Not Hispanic or Latino,Black or African American,AG
144576440,127199044,NA,U,Unknown,Unknown,00
144572355,127199047,NA,U,Unknown,Unknown,00
144576442,127199046,NA,U,Unknown,Unknown,00
144576446,127199049,NA,U,Unknown,Unknown,00
144576444,127199048,NA,U,Unknown,Unknown,00
144576447,127199050,NA,U,Unknown,Unknown,00
144576448,127199051,NA,U,Unknown,Unknown,00
144572364,127199052,NA,U,Unknown,Unknown,00
144576451,127199053,NA,U,Unknown,Unknown,00
144576450,127207445,NA,U,Unknown,Unknown,00
144572369,127199054,NA,U,Unknown,Unknown,00
144576452,127199055,NA,U,Unknown,Unknown,00
144572370,127199056,NA,U,Unknown,Unknown,00
144576453,127199057,NA,U,Unknown,Unknown,00
144576455,127199059,NA,U,Unknown,Unknown,00
144576454,127199058,NA,U,Unknown,Unknown,00
144576459,127199061,NA,U,Unknown,Unknown,00
144576460,127199063,NA,U,Unknown,Unknown,00
144576458,127199064,NA,U,Unknown,Unknown,00
144576456,127199060,NA,U,Unknown,Unknown,99
144576461,127199065,NA,U,Unknown,Unknown,00
144576463,127199067,18,M,Not Hispanic or Latino,Black or African American,AG
144576464,127199067,18,M,Not Hispanic or Latino,Black or African American,AG
144576467,127199069,NA,U,Unknown,Unknown,00
144576466,127199070,NA,U,Unknown,Unknown,00
144576470,127199072,NA,U,Unknown,Unknown,00
144576474,127199074,NA,M,Unknown,Black or African American,00
144576475,127199074,NA,M,Unknown,Black or African American,00
144576478,127199076,NA,U,Unknown,Unknown,00
144576477,127199077,NA,U,Unknown,Unknown,00
144576481,127199079,NA,U,Unknown,Unknown,00
144576480,127199078,NA,U,Unknown,Unknown,00
144576482,127199080,NA,M,Not Hispanic or Latino,Black or African American,00
144576483,127199081,25,M,Not Hispanic or Latino,Black or African American,AG
144576484,127199081,25,M,Unknown,Unknown,AG
144576485,127199082,NA,U,Unknown,Unknown,00
144576486,127199083,NA,U,Unknown,Unknown,00
144576487,127199084,NA,U,Unknown,Unknown,00
144576490,127199086,NA,M,Unknown,Black or African American,00
144576489,127199087,NA,M,Not Hispanic or Latino,Unknown,00
144576499,127199091,NA,U,Unknown,Unknown,00
144576500,127199095,NA,U,Unknown,Unknown,00
144572381,127199092,30,M,Not Hispanic or Latino,Black or African American,AG
144576508,127207460,NA,U,Unknown,Unknown,00
144576498,127199090,NA,U,Unknown,Unknown,00
144576510,127199097,NA,U,Unknown,Unknown,00
144576509,127199098,NA,U,Unknown,Unknown,00
144576511,127199099,25,M,Not Hispanic or Latino,Black or African American,AG
144572394,127199101,20,M,Not Hispanic or Latino,Black or African American,AG
144576518,127199104,NA,U,Unknown,Unknown,00
144572395,127199103,NA,U,Unknown,Unknown,00
144576523,127199108,NA,U,Unknown,Unknown,00
144576522,127199109,NA,U,Unknown,Unknown,00
144572396,127207474,NA,U,Unknown,Unknown,00
144576517,127199102,NA,U,Unknown,Unknown,00
144576519,127199106,NA,U,Unknown,Unknown,00
144576525,127199111,NA,U,Unknown,Unknown,00
144576526,127199113,NA,M,Not Hispanic or Latino,Black or African American,00
144572400,127199114,NA,U,Unknown,Unknown,00
144572397,127199110,NA,U,Unknown,Unknown,00
144572405,127199119,NA,U,Unknown,Unknown,00
144576528,127199117,NA,U,Unknown,Unknown,00
144572402,127207477,NA,U,Unknown,Unknown,00
144576530,127199116,NA,U,Unknown,Unknown,00
144576529,127199118,NA,U,Unknown,Unknown,00
144572408,127199120,NA,M,Unknown,Black or African American,00
144572409,127199120,NA,M,Unknown,Black or African American,00
144576532,127199122,NA,M,Unknown,Black or African American,00
144576531,127199121,NA,U,Unknown,Unknown,00
144576533,127199121,NA,U,Unknown,Unknown,00
144572410,127199123,NA,U,Unknown,Unknown,00
144576536,127199124,NA,U,Unknown,Unknown,00
144576535,127199125,30,M,Not Hispanic or Latino,Black or African American,AG
144572413,127199126,NA,U,Unknown,Unknown,00
144576540,127199127,NA,U,Unknown,Unknown,00
144576541,127199129,NA,M,Unknown,Unknown,00
144576539,127199128,NA,U,Unknown,Unknown,00
144576538,127199130,NA,U,Unknown,Unknown,00
144576543,127199131,NA,U,Unknown,Unknown,00
144576548,127199133,NA,U,Unknown,Unknown,00
144576547,127199134,NA,U,Not Hispanic or Latino,Unknown,00
144576551,127199137,24,F,Not Hispanic or Latino,Black or African American,AG
144576550,127199135,18,M,Not Hispanic or Latino,Black or African American,AG
144576549,127207491,30,M,Unknown,Black or African American,AG
144576552,127199138,NA,U,Unknown,Unknown,00
144576554,127199139,31,M,Not Hispanic or Latino,Black or African American,AG
144576544,127199132,NA,M,Unknown,Black or African American,00
144572420,127199141,NA,U,Unknown,Unknown,00
144576557,127199142,NA,U,Unknown,Unknown,00
144576559,127199144,NA,U,Unknown,Unknown,00
144576558,127199143,24,F,Not Hispanic or Latino,Black or African American,AG
144576560,127199145,30,M,Hispanic or Latino,White,AG
144576561,127199147,20,M,Not Hispanic or Latino,Black or African American,AG
144576562,127199146,28,F,Not Hispanic or Latino,Black or African American,AG
144576564,127199148,NA,M,Not Hispanic or Latino,Unknown,00
144576563,127199148,NA,M,Not Hispanic or Latino,Unknown,00
144572422,127207495,NA,F,Unknown,Unknown,00
144576567,127199151,NA,U,Unknown,Unknown,00
144576566,127199150,NA,M,Unknown,Unknown,00
144576575,127199153,NA,U,Unknown,Unknown,00
144576572,127199153,NA,U,Unknown,Unknown,00
144576570,127199153,NA,U,Unknown,Unknown,00
144576573,127199154,NA,M,Not Hispanic or Latino,White,00
144576577,127199155,NA,M,Unknown,Unknown,00
144576576,127199155,NA,M,Unknown,Unknown,00
144576574,127199155,NA,M,Unknown,Unknown,00
144576578,127199157,NA,U,Unknown,Unknown,00
144576581,127199158,40,M,Not Hispanic or Latino,Black or African American,AG
144576583,127199160,NA,U,Unknown,Unknown,00
144572424,127199161,NA,U,Unknown,Unknown,00
144572425,127199162,NA,M,Not Hispanic or Latino,Black or African American,00
144576588,127199163,NA,U,Unknown,Unknown,00
144576590,127199165,NA,U,Unknown,Unknown,00
144576587,127199167,NA,U,Unknown,Unknown,00
144576591,127199169,32,M,Not Hispanic or Latino,Black or African American,AG
144576589,127199164,NA,U,Unknown,Unknown,00
144576596,127199171,NA,U,Unknown,Unknown,00
144576601,127199174,25,F,Not Hispanic or Latino,Black or African American,AG
144576602,127199175,NA,U,Unknown,Unknown,00
144576600,127199173,NA,U,Unknown,Unknown,00
144572437,127199176,NA,M,Not Hispanic or Latino,Black or African American,00
144576605,127199179,NA,U,Unknown,Unknown,00
144576606,127199180,NA,U,Unknown,Unknown,00
146416236,128923700,18,M,Not Hispanic or Latino,Black or African American,AG
146416237,128923700,19,M,Not Hispanic or Latino,Black or African American,AG
146409458,128923708,44,M,Not Hispanic or Latino,Black or African American,AG
146409466,128923715,NA,M,Not Hispanic or Latino,Black or African American,00
146416260,128927669,NA,U,Unknown,Unknown,00
146416271,128927674,NA,U,Unknown,Unknown,00
146416269,128927674,NA,U,Unknown,Unknown,00
146409482,128923730,NA,M,Unknown,Black or African American,00
146409487,128923735,NA,U,Unknown,Unknown,00
146416293,128923746,NA,U,Unknown,Unknown,00
146409498,128923747,NA,M,Unknown,Unknown,00
146416295,128923747,NA,M,Unknown,Unknown,00
146409503,128923751,NA,U,Unknown,Unknown,00
146409512,128927698,58,U,Unknown,Unknown,AG
142423651,125185208,NA,U,Unknown,Unknown,00
144286674,126955050,NA,U,Unknown,Unknown,00
144283561,126958652,NA,U,Unknown,Unknown,00
144283607,126958698,NA,M,Not Hispanic or Latino,Black or African American,00
144286750,126955112,NA,U,Unknown,Unknown,00
144286761,126955121,NA,U,Unknown,Unknown,00
144286780,126958778,NA,U,Unknown,Unknown,00
144286853,126955207,NA,M,Unknown,Black or African American,00
144283803,126958876,NA,U,Unknown,Unknown,00
144283817,126958884,NA,U,Unknown,Unknown,00
144283836,126958905,21,M,Not Hispanic or Latino,Black or African American,AG
144283862,126955245,NA,U,Unknown,Unknown,00
144283871,126958939,NA,U,Unknown,Unknown,00
144283893,126958951,34,M,Not Hispanic or Latino,Black or African American,AG
144287051,126955367,28,F,Not Hispanic or Latino,Black or African American,AG
144287143,126955449,24,M,Not Hispanic or Latino,Black or African American,AG
144284237,126959265,NA,U,Unknown,Unknown,00
144287174,126955476,NA,U,Unknown,Unknown,00
144284280,126955507,23,M,Not Hispanic or Latino,Black or African American,AG
144287219,126955509,38,M,Not Hispanic or Latino,Black or African American,AG
144284283,126955509,45,M,Not Hispanic or Latino,Black or African American,AG
144284282,126955509,30,F,Not Hispanic or Latino,Black or African American,AG
144287239,126959332,25,M,Not Hispanic or Latino,Black or African American,AG
144287262,126955541,37,M,Hispanic or Latino,White,AG
144284486,126959492,NA,U,Unknown,Unknown,00
144287579,126955776,NA,U,Unknown,Unknown,00
144287585,126959696,NA,U,Unknown,Unknown,00
144284722,126955794,NA,U,Unknown,Unknown,00
144284730,126959713,NA,U,Unknown,Unknown,00
144287605,126959719,NA,U,Unknown,Unknown,00
144287611,126955808,NA,U,Unknown,Unknown,00
144284751,126955814,25,M,Not Hispanic or Latino,Black or African American,AG
144284757,126955820,NA,U,Unknown,Unknown,00
144284816,126959778,NA,U,Unknown,Unknown,00
144284848,126959804,NA,U,Unknown,Unknown,00
144287680,126955871,24,M,Not Hispanic or Latino,Black or African American,AG
144284869,126955880,25,M,Unknown,Black or African American,AG
144287701,126955897,NA,U,Unknown,Unknown,00
144284915,126959848,NA,U,Unknown,Unknown,00
144289984,126955934,NA,U,Unknown,Unknown,00
144287760,126955942,NA,F,Not Hispanic or Latino,Black or African American,00
144290028,126955961,NA,U,Unknown,Unknown,00
144290053,126955972,29,F,Not Hispanic or Latino,Black or African American,AG
144290065,126955981,NA,M,Not Hispanic or Latino,Black or African American,00
144290088,126955992,NA,M,Unknown,Unknown,00
145524830,128116966,NA,M,NA,Black or African American,00
145526373,128116085,NA,NA,NA,NA,NA
145526397,128116987,NA,NA,NA,NA,NA
145524863,128116988,NA,U,NA,Unknown,00
144284236,126955472,33,M,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,AG
144284239,126959274,NA,U,Unknown,Unknown,00
144287169,126959274,NA,U,Unknown,Unknown,00
144284263,126955492,NA,U,Unknown,Unknown,00
144284288,126959318,31,M,Unknown,Unknown,AG
144284316,126955536,53,M,Not Hispanic or Latino,Black or African American,AG
144287268,126955545,21,M,Not Hispanic or Latino,Black or African American,AG
144287276,126955549,NA,M,Not Hispanic or Latino,Black or African American,00
144287275,126955549,NA,M,Unknown,Black or African American,00
144287291,126959362,NA,U,Unknown,Unknown,00
144287312,126955582,27,M,Not Hispanic or Latino,Black or African American,AG
144287318,126959388,28,M,Not Hispanic or Latino,Black or African American,AG
144287322,126959392,NA,M,Unknown,Black or African American,00
144287328,126955591,NA,U,Unknown,Unknown,00
144284400,126955604,NA,M,Unknown,Black or African American,00
144287364,126955625,NA,U,Unknown,Unknown,00
144284446,126955629,23,M,Not Hispanic or Latino,Black or African American,AG
144284459,126959463,27,M,Not Hispanic or Latino,Black or African American,AG
144287391,126959480,NA,U,Unknown,Unknown,00
144284489,126955654,NA,U,Unknown,Unknown,00
144284586,126959585,NA,U,Unknown,Unknown,00
144287526,126959617,26,M,Not Hispanic or Latino,Black or African American,AG
144287534,126955733,NA,U,Unknown,Unknown,00
144287555,126955750,NA,U,Unknown,Unknown,00
144287569,126959667,NA,U,Unknown,Unknown,00
144287575,126959681,NA,U,Unknown,Unknown,00
144287582,126955777,NA,U,Unknown,Unknown,00
144287587,126955785,NA,U,Unknown,Unknown,00
144284723,126955796,NA,U,Unknown,Unknown,00
144284740,126959725,NA,U,Unknown,Unknown,00
144284742,126955811,NA,M,Unknown,Black or African American,00
144287622,126955816,NA,U,Unknown,Unknown,00
144287625,126959740,NA,U,Unknown,Unknown,00
144284783,126959757,18,M,Hispanic or Latino,Black or African American,AG
144284785,126959757,20,M,Hispanic or Latino,White,AG
144284827,126955851,40,M,Not Hispanic or Latino,Black or African American,AG
144284831,126955855,23,M,Not Hispanic or Latino,Black or African American,AG
144284830,126955855,22,M,Not Hispanic or Latino,Black or African American,AG
144284843,126959798,NA,U,Unknown,Unknown,00
144284865,126955878,NA,U,Unknown,Unknown,00
144287700,126959831,39,M,Hispanic or Latino,White,AG
144284900,126955903,NA,M,Unknown,Unknown,00
144290054,126955973,NA,U,Unknown,Unknown,00
144288283,126960612,24,F,Not Hispanic or Latino,Black or African American,AG
144290879,126961439,34,M,Not Hispanic or Latino,Black or African American,AG
144290883,126960619,15,M,Not Hispanic or Latino,Black or African American,AG
144290895,126960630,28,M,Not Hispanic or Latino,Black or African American,AG
144288310,126960640,14,M,Hispanic or Latino,White,AG
144288309,126960640,14,M,Hispanic or Latino,White,AG
137271271,120789049,26,M,NA,White,AG
137271275,120789053,31,M,NA,Black or African American,AG
137271278,120789056,28,M,NA,Black or African American,AG
137271284,120789062,NA,U,NA,Unknown,00
137271285,120789063,22,M,NA,White,AG
137271287,120789065,NA,NA,NA,NA,NA
137271288,120789066,NA,NA,NA,NA,NA
137271306,120789080,25,F,NA,White,AG
137271307,120789080,31,M,NA,White,AG
137271308,120789081,NA,NA,NA,NA,NA
137271310,120789083,NA,M,NA,Black or African American,00
137271312,120789084,30,F,NA,Black or African American,AG
137271311,120789084,31,M,NA,Black or African American,AG
137271314,120789086,NA,NA,NA,NA,NA
137271315,120789087,NA,NA,NA,NA,NA
137271333,120789100,NA,M,NA,Black or African American,00
137271335,120789102,44,M,NA,Black or African American,AG
137271337,120789104,NA,M,NA,Black or African American,00
137271336,120789104,NA,M,NA,Black or African American,00
137271338,120789104,NA,M,NA,Black or African American,00
137271341,120789105,26,F,NA,Black or African American,AG
137271342,120789105,22,F,NA,Black or African American,AG
137271340,120789105,24,F,NA,White,AG
137271344,120789106,NA,F,NA,White,00
137271343,120789106,29,M,NA,White,AG
137271346,120789108,NA,U,NA,Unknown,00
137271347,120789109,28,M,NA,White,AG
137271349,120789111,15,M,NA,Black or African American,AG
137271350,120789112,NA,U,NA,Unknown,00
137271351,120789113,NA,NA,NA,NA,NA
137271353,120789115,32,F,NA,White,AG
137271354,120789116,NA,U,NA,Unknown,00
137271357,120789118,51,M,NA,Black or African American,AG
137271356,120789118,50,F,NA,Black or African American,AG
137271358,120789119,31,M,NA,Black or African American,AG
137271360,120789119,NA,M,NA,Unknown,00
137271359,120789119,NA,M,NA,Black or African American,00
137271362,120789120,23,M,NA,White,AG
137271361,120789120,21,M,NA,White,AG
137271366,120789124,NA,NA,NA,NA,NA
137271367,120789125,NA,NA,NA,NA,NA
137271369,120789127,46,F,NA,White,AG
137271373,120789128,NA,F,NA,Black or African American,00
137271370,120789128,NA,M,NA,Black or African American,00
137271371,120789128,NA,M,NA,Black or African American,00
137271372,120789128,NA,M,NA,Black or African American,00
137271374,120789130,34,M,NA,Black or African American,AG
137271379,120789134,NA,NA,NA,NA,NA
137271392,120789146,NA,NA,NA,NA,NA
137271393,120789147,NA,NA,NA,NA,NA
137271395,120789149,NA,NA,NA,NA,NA
137271396,120789150,NA,NA,NA,NA,NA
137271407,120789157,31,M,NA,Unknown,AG
137271408,120789157,36,M,NA,Asian,AG
137271403,120789157,52,M,NA,Asian,AG
137271410,120789157,47,M,NA,White,AG
137271405,120789157,51,M,NA,White,AG
137271404,120789157,47,M,NA,White,AG
137271406,120789157,26,M,NA,White,AG
137271409,120789157,49,M,NA,White,AG
137271411,120789158,NA,U,NA,Unknown,00
137271413,120789160,29,F,NA,White,AG
137271415,120789162,NA,U,NA,Unknown,00
137271417,120789164,NA,NA,NA,NA,NA
137271419,120789166,25,M,NA,Black or African American,AG
137271421,120789168,16,F,NA,White,AG
137271422,120789169,NA,NA,NA,NA,NA
137271428,120789175,NA,NA,NA,NA,NA
137271429,120789176,24,M,NA,Black or African American,AG
137271435,120789182,21,M,NA,Black or African American,AG
137271455,120789201,NA,U,NA,Unknown,00
137271456,120789202,22,F,NA,Black or African American,AG
137271459,120789204,21,F,NA,Black or African American,AG
137271460,120789204,20,M,NA,Black or African American,AG
137271458,120789204,25,M,NA,Black or African American,AG
137271461,120789205,NA,NA,NA,NA,NA
137271465,120789208,22,F,NA,Black or African American,AG
137271466,120789210,NA,NA,NA,NA,NA
137271468,120789211,22,F,NA,Black or African American,AG
137271476,120789218,NA,NA,NA,NA,NA
137271477,120789219,NA,NA,NA,NA,NA
137271479,120789221,NA,NA,NA,NA,NA
137271480,120789222,NA,M,NA,Unknown,00
137271484,120789226,NA,NA,NA,NA,NA
137271485,120789227,15,M,NA,Black or African American,AG
137271486,120789227,14,M,NA,Black or African American,AG
137271487,120789227,15,M,NA,Black or African American,AG
137271489,120789229,NA,U,NA,Unknown,00
137271490,120789230,NA,NA,NA,NA,NA
137271491,120789231,NA,M,NA,White,00
137271493,120789233,NA,U,NA,Unknown,00
137271500,120789240,23,M,NA,Black or African American,AG
137271501,120789241,NA,NA,NA,NA,NA
137271503,120789242,NA,NA,NA,NA,NA
137271508,120789248,NA,U,NA,Unknown,00
137271509,120789249,NA,NA,NA,NA,NA
137271511,120789251,NA,U,NA,Unknown,00
137271512,120789252,27,F,NA,Black or African American,AG
137271513,120789253,33,M,NA,Black or African American,AG
141519418,124392329,NA,M,Unknown,Unknown,00
141519417,124392329,NA,M,Unknown,Unknown,00
141521029,124392335,20,M,Not Hispanic or Latino,Black or African American,AG
141521030,124392335,16,M,Not Hispanic or Latino,Black or African American,AG
141521033,124392336,51,M,Not Hispanic or Latino,Black or African American,AG
141519427,124396424,NA,U,Unknown,Unknown,00
141521038,124392339,NA,U,Unknown,Unknown,00
141521040,124392340,NA,U,Unknown,Unknown,00
141521043,124392343,NA,U,Unknown,Unknown,00
141521044,124392345,NA,M,Not Hispanic or Latino,Black or African American,00
141521046,124392346,23,M,Not Hispanic or Latino,Black or African American,AG
141521049,124392348,25,F,Not Hispanic or Latino,Black or African American,AG
141521051,124392351,NA,U,Unknown,Unknown,00
141521053,124392353,NA,U,Unknown,Unknown,00
141521054,124392354,NA,U,Unknown,Unknown,00
141521056,124392357,NA,U,Unknown,Unknown,00
141521058,124392358,NA,F,Not Hispanic or Latino,Black or African American,00
141521062,124392361,34,M,Not Hispanic or Latino,Black or African American,AG
141521066,124392365,NA,M,Not Hispanic or Latino,Black or African American,00
141521068,124392367,NA,U,Unknown,Unknown,00
